pred_1a,pred_1b,pred_1c,pred_1d,pred_1e
0.12705202,0.18061131,0.05,0.11994108,0.20898992
0.060072284,0.061967105,0.06,0.060459908,0.048985183
0.071570314,0.13970372,0.11,0.042079896,0.0661501
0.08267076,0.040076673,0.07,0.04716519,0.030507714
0.06683935,0.091745794,0.17,0.11976482,0.07822281
0.025514968,0.050972134,0.02,0.021314828,0.041248173
0.040904585,0.02761349,0.01,0.08395968,0.021069586
0.03882498,0.030378342,0.07,0.021775225,0.028775483
0.19958803,0.22687116,0.29,0.25509223,0.19412261
0.039313518,0.010965139,0.05,0.02573895,0.01870656
0.0471404,0.01961866,0.19,0.04602464,0.016210437
0.027371246,0.03391394,0.03,0.03103048,0.028801322
0.29243797,0.10067952,0.41,0.41125837,0.15586007
0.036143254,0.016308606,0.01,0.012470183,0.012362808
0.604412,0.48881033,0.61,0.62844527,0.44519395
0.2775704,0.07041454,0.34,0.19336452,0.12110901
0.021274723,0.006303221,0.03,0.009967592,0.01883173
0.017970147,0.0025991797,0.0,0.005660582,0.0035693645
0.10726565,0.116754055,0.1,0.061090734,0.10475379
0.029198548,0.020252138,0.01,0.019793807,0.020750076
0.027644707,0.013441026,0.0,0.013298041,0.013184369
0.047587775,0.017947137,0.17,0.087884635,0.047184676
0.023677062,0.012761414,0.0,0.0101364525,0.014612734
0.10172492,0.014117658,0.01,0.15850812,0.014565468
0.00892202,0.004627943,0.0,0.004102062,0.005086273
0.09640207,0.060010344,0.02,0.059492946,0.066127
0.18961653,0.06110525,0.15,0.1323566,0.043925494
0.09567758,0.11842573,0.2,0.14271589,0.060022444
0.15753034,0.09183127,0.39,0.18930636,0.09630525
0.03634247,0.010720432,0.02,0.03982943,0.0068251193
0.088871405,0.07018489,0.17,0.15664342,0.076202154
0.17864688,0.23046958,0.16,0.21084991,0.21208963
0.08561759,0.045386285,0.15,0.058427226,0.061384946
0.022513324,0.01757723,0.04,0.04027341,0.015379727
0.11690746,0.1024504,0.06,0.09060881,0.12992454
0.05826748,0.08550897,0.11,0.08930532,0.10273555
0.0774276,0.049803942,0.14,0.1243683,0.05460173
0.012866364,0.01170522,0.0,0.020069566,0.02083841
0.09609379,0.03995481,0.05,0.10515345,0.03340575
0.0121078435,0.004773587,0.16,0.035796605,0.010160536
0.05224981,0.058038175,0.05,0.06684188,0.047143042
0.008220288,0.0021280348,0.01,0.0049303155,0.0046554804
0.25948682,0.22744474,0.17,0.21494439,0.2480866
0.004813785,0.00407061,0.0,0.007084534,0.0028261542
0.041640483,0.014129758,0.02,0.025817495,0.01693654
0.016588695,0.017079055,0.05,0.07475883,0.020581722
0.1266035,0.121414006,0.13,0.16214381,0.1853902
0.05332562,0.00970906,0.11,0.039392583,0.013501376
0.038200438,0.036297202,0.0,0.04842531,0.027231246
0.011371735,0.009417564,0.03,0.08892819,0.011303782
0.037955835,0.03884864,0.07,0.07909754,0.03953135
0.0028166894,0.0028845072,0.0,0.0043613343,0.002780497
0.073921874,0.05671692,0.08,0.05711786,0.02601239
0.0032315538,0.039333373,0.0,0.059978567,0.05071965
0.069732666,0.3466696,0.18,0.13402128,0.27260834
0.14899372,0.017006546,0.04,0.08282171,0.015491903
0.04809244,0.036646843,0.02,0.03651983,0.029410422
0.0031970567,0.0030047297,0.0,0.0044809207,0.0030730963
0.0091463225,0.006485194,0.0,0.07787227,0.009559125
0.017720124,0.016495645,0.0,0.0055352096,0.023109823
0.25502002,0.33324164,0.2,0.30571952,0.35592127
0.0532753,0.10701138,0.06,0.048197284,0.092757314
0.009189733,0.0071065724,0.0,0.078842975,0.013107687
0.020388376,0.02545783,0.02,0.08763862,0.023249596
0.01754184,0.018994361,0.02,0.013092701,0.016506672
0.029201094,0.012057275,0.1,0.025381632,0.01556775
0.0028221875,0.0072443783,0.0,0.0556042,0.0066390038
0.038014736,0.004764259,0.03,0.018570382,0.010335803
0.0025559184,0.0058825016,0.0,0.004585161,0.008798718
0.36924988,0.30171773,0.29,0.25197276,0.45237935
0.038196333,0.11478874,0.08,0.04714221,0.06231442
0.015873717,0.007909983,0.0,0.0044214334,0.009441972
0.03395596,0.010341078,0.0,0.016506681,0.02070573
0.062200777,0.030122548,0.12,0.10781484,0.030371696
0.74125147,0.67588127,0.87,0.893758,0.5987028
0.042129077,0.015409231,0.01,0.027134797,0.022518694
0.011001943,0.009857982,0.0,0.065607235,0.0066255033
0.09959704,0.29255438,0.11,0.10012151,0.21895272
0.0789878,0.24578908,0.04,0.118325904,0.13694382
0.021408683,0.025197983,0.24,0.010642911,0.025554061
0.0024706374,0.006540805,0.0,0.005105766,0.0081860125
0.07321735,0.045095712,0.13,0.10280763,0.03194818
0.16860154,0.13732174,0.15,0.15188426,0.14413929
0.010894694,0.004268497,0.01,0.0071732546,0.011190325
0.036964957,0.059985787,0.03,0.017118815,0.026849091
0.057921194,0.01744613,0.23,0.041873943,0.016779572
0.029322408,0.0010228455,0.02,0.0058210907,0.0019442439
0.00831865,0.009947151,0.0,0.002381529,0.011808127
0.058997683,0.057617247,0.04,0.13368508,0.04130733
0.084909044,0.020578563,0.11,0.14728977,0.018725306
0.14811729,0.20373154,0.05,0.1626411,0.17509294
0.16625081,0.14387545,0.08,0.16720119,0.16164336
0.07859807,0.08894849,0.08,0.0858776,0.07225755
0.09219933,0.06267595,0.11,0.15632896,0.061296552
0.06645507,0.035259634,0.1,0.101635866,0.06334117
0.018352527,0.0030736327,0.03,0.02783355,0.0030021667
0.12633269,0.16047847,0.21,0.15594265,0.23211059
0.0019155007,0.0041924417,0.0,0.004281903,0.0033635795
0.06542639,0.045177102,0.29,0.049118627,0.07194778
0.013937343,0.02404055,0.03,0.025318047,0.040904343
0.09215195,0.14243013,0.09,0.14529285,0.10040662
0.04663535,0.027943313,0.0,0.02285899,0.033518523
0.26920554,0.26901838,0.41,0.26726866,0.3790768
0.02470491,0.04098636,0.03,0.0069833766,0.048196822
0.002269353,0.004161805,0.0,0.0051162313,0.0034697056
0.10255984,0.124146014,0.08,0.06923528,0.08779219
0.021035796,0.045574814,0.0,0.07120295,0.034938276
0.066351846,0.01591307,0.06,0.040377058,0.01346758
0.054627553,0.082386315,0.08,0.10781484,0.068835676
0.017154016,0.012721807,0.18,0.08197507,0.014303237
0.20139919,0.17077741,0.19,0.2101394,0.1591171
0.017663715,0.023708463,0.01,0.033771988,0.02394092
0.10681172,0.07920882,0.09,0.09865149,0.06611276
0.03756147,0.067079246,0.05,0.052032825,0.0816327
0.026486661,0.014671385,0.06,0.048652798,0.019515276
0.053139962,0.07761645,0.14,0.12889066,0.079560846
0.017887566,0.0100829005,0.0,0.025234003,0.007109642
0.013497749,0.0022758543,0.03,0.004653522,0.006692767
0.055645406,0.049480468,0.06,0.15879478,0.041838944
0.17463273,0.103961974,0.17,0.20690697,0.13196385
0.08065829,0.029070824,0.13,0.05764896,0.051259696
0.12317486,0.064798355,0.08,0.082490444,0.059794843
0.042524487,0.070871085,0.02,0.020633347,0.078413725
0.1532015,0.15153313,0.02,0.17265151,0.10158771
0.13869718,0.26937377,0.22,0.18656263,0.27980506
0.12808593,0.2088854,0.11,0.2551072,0.12963045
0.06891004,0.07012507,0.06,0.057952363,0.07003084
0.29221395,0.45374644,0.25,0.3294005,0.42605066
0.04360343,0.044785023,0.0,0.05209438,0.036886185
0.004002564,0.017039776,0.01,0.011338968,0.029164463
0.116307855,0.1219078,0.01,0.12332953,0.107984066
0.027174076,0.054296196,0.0,0.091352925,0.0529128
0.042953983,0.06050852,0.01,0.106247306,0.050760627
0.017720124,0.012478441,0.0,0.005517371,0.017809689
0.27771208,0.15997994,0.24,0.28884685,0.14855444
0.027740682,0.0041151345,0.0,0.024474235,0.019530624
0.026832318,0.04424432,0.0,0.018199688,0.031489074
0.25512436,0.015137672,0.19,0.3174028,0.017865807
0.0211042,0.0055681765,0.0,0.007842595,0.010743171
0.059675142,0.0021010041,0.0,0.028512562,0.0039111674
0.070414335,0.083034486,0.11,0.07043948,0.100619525
0.005967644,0.0052937567,0.03,0.06853308,0.0048878193
0.03791066,0.043438554,0.06,0.12795407,0.049413532
0.11698718,0.5971118,0.1,0.13220285,0.5992336
0.097736426,0.081023365,0.02,0.089868076,0.107533336
0.08740963,0.11413208,0.02,0.08405794,0.067604214
0.0023373086,0.006138116,0.0,0.0556042,0.00538972
0.083017245,0.14670753,0.12,0.0494745,0.10267979
0.002409274,0.00928843,0.0,0.056783706,0.009342104
0.04337591,0.0070444047,0.01,0.030641722,0.012332618
0.00892202,0.022087485,0.0,0.0037881038,0.015776157
0.17782983,0.18895763,0.24,0.26353455,0.14089766
0.12901144,0.29289114,0.06,0.155435,0.22063652
0.015873717,0.008114427,0.0,0.004955495,0.01380524
0.05449432,0.06253448,0.2,0.16245975,0.06985238
0.17330219,0.0130443275,0.28,0.19184937,0.014050633
0.06341145,0.0138143,0.0,0.037522797,0.010576934
0.026204932,0.011314124,0.05,0.025610149,0.018558204
0.120086595,0.10101551,0.18,0.081358865,0.086290926
0.027262475,0.016847968,0.16,0.08084911,0.023611307
0.1860551,0.38837174,0.27,0.19731386,0.47961015
0.062017985,0.039694607,0.02,0.039633665,0.038999468
0.05936318,0.04034522,0.05,0.060832642,0.033428103
0.040482484,0.061067194,0.0,0.101231545,0.060509324
0.15047821,0.17790109,0.59,0.09932679,0.26419568
0.0807315,0.025352389,0.07,0.075020656,0.012462944
0.042332217,0.0026061833,0.01,0.007065357,0.0028297305
0.07131316,0.21065149,0.03,0.067618474,0.22853673
0.045086816,0.019049346,0.02,0.030233523,0.022953123
0.039749324,0.011780173,0.03,0.053082958,0.010127872
0.20762876,0.12249878,0.11,0.19609386,0.12841505
0.11686629,0.14363295,0.14,0.14022128,0.112935096
0.02882596,0.004317552,0.01,0.0216967,0.01268059
0.06882898,0.037906945,0.05,0.050827254,0.03833261
0.005466505,0.0045580864,0.0,0.008760398,0.0027384162
0.024095347,0.03154227,0.03,0.029903853,0.02442196
0.050278682,0.018689394,0.04,0.044998337,0.05235827
0.111398354,0.136933,0.06,0.13817221,0.06974864
0.0053023524,0.0019360781,0.0,0.007184891,0.0044391155
0.010258014,0.03701487,0.03,0.01760275,0.036421686
0.121018395,0.16282412,0.06,0.16980578,0.24298835
0.0380643,0.08934808,0.0,0.015490749,0.06943706
0.30995885,0.18817955,0.05,0.17895068,0.184971
0.08457484,0.152224,0.1,0.08196985,0.12248695
0.031689573,0.014212072,0.01,0.08050678,0.024863541
0.04418697,0.003217727,0.06,0.01947146,0.005490184
0.45977667,0.52327234,0.56,0.36243016,0.61044717
0.075221404,0.053255916,0.04,0.03718652,0.0388487
0.0356377,0.027211934,0.04,0.09045112,0.046355486
0.010974069,0.029339671,0.11,0.07029113,0.018090516
0.08754171,0.03028822,0.27,0.08661924,0.042076558
0.043173406,0.002649337,0.05,0.029426923,0.00254789
0.039223325,0.05024126,0.01,0.05234463,0.051630467
0.10646584,0.053341746,0.06,0.13223872,0.0641644
0.14725818,0.12266594,0.19,0.08219896,0.1355572
0.06943434,0.05572042,0.03,0.08603375,0.049591422
0.057072155,0.024749786,0.04,0.029468626,0.022726446
0.047229253,0.022391587,0.03,0.045090392,0.022598833
0.058227774,0.037349164,0.02,0.05431114,0.03169027
0.032580853,0.035505056,0.01,0.0836575,0.034789115
0.0791957,0.07357031,0.15,0.0908869,0.10578877
0.0026632992,0.011330128,0.0,0.0556042,0.009782314
0.15048973,0.2247554,0.18,0.20761684,0.23744923
0.058777124,0.08629781,0.15,0.09485036,0.05971709
0.07325779,0.19187623,0.12,0.056300215,0.2666998
0.09640634,0.035612166,0.13,0.05051019,0.010648936
0.04528111,0.043096125,0.12,0.026917037,0.063898355
0.05280837,0.024451286,0.02,0.0607625,0.026503086
0.083455615,0.014903575,0.06,0.05729082,0.009415895
0.036655992,0.0123693645,0.1,0.03327734,0.026058167
0.009565984,0.016753435,0.0,0.021215525,0.011115015
0.019264033,0.029061347,0.0,0.020340353,0.023467958
0.045801576,0.065423846,0.05,0.094589025,0.050474554
0.007904112,0.0046459734,0.0,0.015655115,0.0044769347
0.11050429,0.012251496,0.0,0.08261558,0.014706612
0.0023387803,0.0044336915,0.0,0.0556042,0.0046151876
0.17590034,0.10335526,0.22,0.16610382,0.20825261
0.32434025,0.53529835,0.48,0.47338748,0.5360448
0.044140056,0.021650821,0.03,0.03157523,0.029459149
0.18211547,0.071977645,0.18,0.17530604,0.083335906
0.002759531,0.01908809,0.0,0.0556042,0.014697701
0.07851721,0.02667737,0.06,0.03220789,0.035927862
0.04944586,0.16820705,0.15,0.08203641,0.12242702
0.078633144,0.039453477,0.17,0.10726976,0.03425759
0.16122346,0.35542884,0.21,0.06082624,0.4235594
0.011638318,0.005342543,0.0,0.013212124,0.009305865
0.013719313,0.0012980998,0.0,0.021744255,0.002824068
0.09097451,0.07375997,0.07,0.06266338,0.09101528
0.049659252,0.11942127,0.05,0.031591505,0.13304663
0.32514882,0.21605995,0.43,0.2704547,0.13953564
0.0038576939,0.013613045,0.0,0.010142378,0.010096252
0.60082877,0.49922222,0.43,0.624147,0.5366842
0.00791335,0.010282159,0.0,0.0023731762,0.010841727
0.018390875,0.10856795,0.05,0.080271736,0.06120029
0.032670878,0.019979686,0.06,0.0353053,0.023291707
0.0920722,0.09310737,0.01,0.07733245,0.13666874
0.11122885,0.06537214,0.06,0.0594612,0.1691302
0.015873717,0.0043641627,0.0,0.003950359,0.0075143874
0.15742631,0.20827532,0.05,0.11419879,0.23636577
0.07465493,0.034962416,0.03,0.05519313,0.031366527
0.029615624,0.10205826,0.14,0.13102572,0.14182284
0.0028144724,0.002017945,0.0,0.004298831,0.0022917986
0.06394032,0.10762638,0.06,0.09863776,0.1048415
0.034835912,0.059906542,0.05,0.044397585,0.06798312
0.011430763,0.013999343,0.0,0.009723906,0.013460517
0.011217486,0.013924062,0.0,0.004162222,0.023147047
0.14898202,0.020881891,0.2,0.13807437,0.03906262
0.015873717,0.0030134916,0.0,0.004507674,0.006577939
0.011735577,0.026177138,0.0,0.008252231,0.017379642
0.09217878,0.1280092,0.17,0.05449884,0.11235538
0.13924007,0.11575842,0.24,0.14903025,0.1345365
0.07348761,0.05722502,0.13,0.15473859,0.06312901
0.016697586,0.0026119947,0.0,0.0048416494,0.004120916
0.085825525,0.08493817,0.28,0.13837828,0.08554053
0.045024235,0.021157801,0.0,0.028426465,0.012190729
0.043938927,0.009637922,0.02,0.032696594,0.015770197
0.029083611,0.019571424,0.13,0.024520144,0.012539208
0.02355136,0.0045093894,0.0,0.005911856,0.004038334
0.03541924,0.042132646,0.1,0.06610208,0.028740793
0.06385933,0.08374491,0.01,0.05764869,0.037745446
0.14051668,0.0760749,0.14,0.14796187,0.06403288
0.17302208,0.40001732,0.15,0.20865934,0.36747265
0.31719795,0.72352916,0.49,0.5342715,0.61053395
0.0029589068,0.009002835,0.0,0.0062923613,0.018328458
0.21777862,0.09673542,0.02,0.19637974,0.13584456
0.015873717,0.0056242645,0.0,0.004708542,0.010380775
0.0123740025,0.0089760125,0.0,0.009120788,0.010732383
0.06226287,0.06034708,0.03,0.09472687,0.070351124
0.0031191334,0.026637554,0.0,0.00694202,0.030491292
0.002264182,0.009336352,0.01,0.0049412944,0.017032325
0.06264586,0.04165125,0.08,0.036496583,0.055263907
0.09780006,0.0657118,0.12,0.058681145,0.08796221
0.003656487,0.01838985,0.0,0.009059831,0.017850667
0.06034075,0.05233109,0.03,0.062216233,0.07621807
0.05078261,0.010399163,0.05,0.10418162,0.026723623
0.72252476,0.5854252,0.45,0.8223469,0.51933086
0.019584486,0.006906748,0.01,0.015850263,0.023201346
0.11793602,0.18430111,0.08,0.12480559,0.16607454
0.009243413,0.012181461,0.02,0.07937599,0.008851826
0.0024983934,0.0041220784,0.0,0.0052861334,0.0040592253
0.090967335,0.09201002,0.16,0.09367321,0.09413469
0.015834397,0.07267442,0.0,0.013364206,0.06941077
0.050476126,0.06629479,0.03,0.046032418,0.064192295
0.011486677,0.061389416,0.0,0.0051498953,0.056976795
0.033620276,0.019473493,0.0,0.021824658,0.02411297
0.14205521,0.13232565,0.24,0.11460047,0.14249331
0.012622334,0.026209265,0.0,0.065236695,0.017316371
0.10406719,0.1281558,0.04,0.102372035,0.09795925
0.011884935,0.03394094,0.0,0.031178022,0.02670762
0.02656511,0.009406149,0.01,0.008674153,0.011765003
0.014378774,0.01661849,0.0,0.018853685,0.0076735914
0.034296732,0.018831313,0.02,0.017226124,0.022690356
0.02607608,0.02025181,0.03,0.092644595,0.015993953
0.036387783,0.024941504,0.02,0.07000147,0.018495977
0.08623401,0.05218804,0.07,0.09882536,0.062627435
0.01311303,0.002284795,0.02,0.082877025,0.0052272975
0.2528389,0.18331328,0.33,0.30492637,0.1742844
0.17283294,0.17091218,0.17,0.16256921,0.15745673
0.058431935,0.034869194,0.18,0.07094346,0.034499258
0.08268998,0.07252908,0.06,0.044000354,0.10489288
0.065248236,0.13380396,0.13,0.17232579,0.1548855
0.010303709,0.016864985,0.01,0.014836345,0.013700217
0.08004142,0.08951917,0.04,0.057621468,0.1036236
0.13174012,0.069579065,0.1,0.09527276,0.055564046
0.43511575,0.64585954,0.3,0.34389287,0.65099794
0.045324344,0.07922086,0.01,0.03155312,0.08582744
0.31360674,0.38616166,0.24,0.23739353,0.38234103
0.04305769,0.0365656,0.06,0.037911277,0.034866273
0.051633302,0.039660215,0.1,0.033062782,0.046927243
0.21606454,0.0736911,0.21,0.2089874,0.10514432
0.01634436,0.007831961,0.0,0.029637985,0.0036225617
0.04978583,0.09399241,0.21,0.12966509,0.07143113
0.006572952,0.009287775,0.0,0.019598443,0.0076254606
0.11373145,0.08101773,0.15,0.17027184,0.05837366
0.038845655,0.016715497,0.01,0.03308989,0.023808748
0.11274664,0.070026696,0.09,0.062275384,0.08598411
0.17286874,0.09931725,0.48,0.10961318,0.099291295
0.0026371088,0.009781957,0.0,0.006559785,0.013533741
0.07360484,0.010695219,0.17,0.024787555,0.013153762
0.010887719,0.030036747,0.02,0.015483828,0.010660201
0.032393288,0.02169463,0.05,0.044456877,0.020929813
0.022343803,0.016149163,0.0,0.030877197,0.013314486
0.019269317,0.043723732,0.02,0.097872324,0.03600207
0.06476712,0.039784342,0.05,0.051372178,0.048753053
0.012004946,0.005185485,0.0,0.0051697195,0.008170664
0.016512496,0.018233031,0.02,0.085983984,0.018293083
0.034942374,0.070770234,0.02,0.032881115,0.061778933
0.039740715,0.008010149,0.04,0.020343322,0.013582051
0.124634504,0.19768181,0.08,0.12733655,0.17016387
0.040928014,0.009986162,0.0,0.019773746,0.009529352
0.0816027,0.040190518,0.04,0.02937143,0.042021543
0.12918144,0.083649814,0.21,0.14830264,0.29876596
0.038493987,0.03930646,0.01,0.046275117,0.049954683
0.08756887,0.13374233,0.03,0.14368445,0.05796486
0.073545195,0.027954876,0.0,0.072478436,0.024968594
0.03347808,0.03733918,0.0,0.05033151,0.033832222
0.050290648,0.040691137,0.13,0.10211678,0.045672953
0.17587559,0.23581657,0.24,0.1379553,0.21931186
0.036148224,0.02276367,0.0,0.02455302,0.03210026
0.042128216,0.045848995,0.02,0.0147347525,0.036049873
0.049146105,0.079835445,0.0,0.07904558,0.081468135
0.03780536,0.0041196942,0.02,0.082294434,0.015098155
0.019432288,0.037223697,0.03,0.0836575,0.024957448
0.03723147,0.028158933,0.08,0.050144877,0.0242185
0.010283054,0.009952307,0.03,0.09094868,0.013018161
0.16455384,0.13007042,0.29,0.104785204,0.13020128
0.040675025,0.08697945,0.03,0.15370065,0.09677145
0.0063079684,0.01412648,0.0,0.07768398,0.009641051
0.1856158,0.2177276,0.35,0.174593,0.16093823
0.12515967,0.090595216,0.07,0.13938929,0.0874905
0.14995123,0.1224955,0.1,0.17738032,0.05862406
0.004488442,0.02811101,0.0,0.007644796,0.034699738
0.03401231,0.010172725,0.0,0.009902995,0.027594715
0.095002905,0.021632254,0.21,0.09057964,0.02907753
0.122694366,0.107783526,0.14,0.098189324,0.1536488
0.0073822197,0.014816165,0.02,0.025158882,0.024954855
0.102013424,0.038556278,0.04,0.05968923,0.0069339275
0.1528285,0.12474242,0.13,0.15928473,0.13715869
0.03064002,0.040157527,0.12,0.04538389,0.037760764
0.03277812,0.0028393269,0.11,0.018513706,0.011405885
0.01268552,0.015915811,0.03,0.012155538,0.01808682
0.1352856,0.09474453,0.06,0.08643752,0.078840494
0.07570966,0.09561136,0.07,0.05740388,0.11575392
0.041117042,0.03041917,0.04,0.08599671,0.02468744
0.033111013,0.008331716,0.13,0.014800029,0.014124662
0.11351381,0.26566386,0.18,0.1651503,0.18963382
0.0147466995,0.009172678,0.0,0.004403638,0.0071668923
0.062184703,0.0069512725,0.0,0.026722265,0.014220923
0.06666123,0.09816608,0.1,0.113705724,0.077929705
0.038291793,0.01371333,0.01,0.014388428,0.010802746
0.043379005,0.072647005,0.07,0.12942696,0.059764236
0.5560193,0.53075266,0.71,0.5773636,0.60379785
0.1041413,0.048582286,0.02,0.06373812,0.07230422
0.008478237,0.017238379,0.08,0.01954468,0.041321933
0.068528056,0.031917572,0.47,0.07370008,0.051029503
0.14979303,0.08008465,0.24,0.2606833,0.07475668
0.31236532,0.4733853,0.17,0.2319453,0.705918
0.01011814,0.011161506,0.01,0.08277902,0.01662311
0.06813334,0.042475045,0.09,0.048475344,0.08780143
0.0792989,0.061422884,0.03,0.06001748,0.066925704
0.029510494,0.17617035,0.04,0.0547354,0.14708495
0.01714662,0.013428599,0.0,0.008220677,0.022038132
0.003468997,0.0054017007,0.0,0.0082452595,0.009512067
0.13385804,0.051556766,0.08,0.04862742,0.06215626
0.010629218,0.028747022,0.02,0.014926291,0.021131098
0.097324714,0.050477922,0.15,0.07920047,0.053046137
0.011686679,0.027152538,0.0,0.003241137,0.030825615
0.0028955662,0.02148065,0.0,0.055968776,0.015332401
0.054428786,0.037274867,0.05,0.055518575,0.043007433
0.0709845,0.08812526,0.09,0.08039768,0.06032881
0.010691483,0.00085407495,0.0,0.0031157532,0.0050460696
0.07314594,0.028942257,0.15,0.02737305,0.013609618
0.13685212,0.3067186,0.41,0.3055086,0.3337348
0.00892202,0.021348268,0.0,0.0035404824,0.013462752
0.06151237,0.07869917,0.05,0.085302174,0.06813264
0.00892202,0.004001498,0.0,0.0020201057,0.004933566
0.015108865,0.010911316,0.0,0.060816176,0.006665349
0.043919764,0.0105599165,0.01,0.020355394,0.02023524
0.00892202,0.0055746436,0.0,0.0038321086,0.0053760707
0.007180617,0.005425185,0.0,0.0674764,0.0062284768
0.414191,0.79969484,0.17,0.36024225,0.79771703
0.25602528,0.24766171,0.26,0.19921441,0.1342366
0.008564175,0.06632373,0.05,0.066289194,0.068701595
0.009239366,0.045509875,0.0,0.06236536,0.04892215
0.0041626412,0.004209459,0.0,0.06653154,0.0040974915
0.5534835,0.5501597,0.13,0.21108532,0.36582485
0.0024192883,0.0052516162,0.0,0.00516286,0.0070379972
0.05109886,0.012081891,0.01,0.031299837,0.022565573
0.03694583,0.05689016,0.06,0.039788548,0.04540488
0.14480455,0.1278097,0.36,0.23140018,0.2626099
0.073697634,0.06980094,0.23,0.05734762,0.10224742
0.08085652,0.05447048,0.16,0.16494517,0.076372206
0.041084792,0.027210206,0.0,0.028701534,0.04070115
0.058790337,0.076293886,0.11,0.18049076,0.09559199
0.034852453,0.052572757,0.02,0.12895258,0.042957753
0.062323608,0.07876781,0.06,0.15263547,0.08638403
0.053495485,0.042881608,0.0,0.044100482,0.049775332
0.040071473,0.02830553,0.03,0.042167235,0.02167207
0.049357757,0.0025498867,0.1,0.040471278,0.0073465407
0.21878526,0.33482772,0.28,0.40114132,0.2154693
0.09104484,0.20543933,0.19,0.15386645,0.22060263
0.046965152,0.033197522,0.0,0.017643092,0.030295849
0.00892202,0.0045069456,0.0,0.002012288,0.005195141
0.0275003,0.04229805,0.04,0.08937053,0.043539673
0.003926119,0.042544156,0.0,0.0068246014,0.04527393
0.2455291,0.17215133,0.29,0.17791836,0.31210765
0.028010396,0.015650332,0.05,0.019937688,0.01841861
0.037950307,0.014958084,0.05,0.046406295,0.03703943
0.040708277,0.036984146,0.0,0.032431632,0.016272455
0.05400767,0.055619866,0.11,0.13846858,0.047549605
0.08386439,0.2153197,0.08,0.15116435,0.1838913
0.42752376,0.69548947,0.26,0.30424702,0.61223423
0.076891474,0.037867606,0.06,0.14327927,0.013315827
0.23166376,0.3245656,0.37,0.20796026,0.38042632
0.11139892,0.098366946,0.11,0.12707557,0.0646843
0.032496538,0.006190598,0.0,0.014071364,0.00923571
0.06606895,0.13366935,0.04,0.12682313,0.14641383
0.71039414,0.6771593,0.5,0.5498379,0.6037856
0.08289344,0.15662399,0.09,0.08812994,0.09351081
0.1234895,0.05491516,0.07,0.10885532,0.0666579
0.09805031,0.11158872,0.09,0.07840798,0.11586261
0.0868351,0.09221119,0.23,0.23733458,0.0975731
0.17263713,0.3213725,0.33,0.1840775,0.28879058
0.05411418,0.16881758,0.07,0.066366054,0.08378419
0.02941452,0.033150703,0.02,0.031012371,0.025861293
0.12498316,0.14730692,0.27,0.101360664,0.12932277
0.0024682742,0.005886823,0.0,0.005126172,0.003957808
0.13671292,0.092386395,0.05,0.07800151,0.085608006
0.016697586,0.0020008385,0.0,0.004605509,0.0036349595
0.09432567,0.083284825,0.15,0.13378285,0.083531976
0.14364545,0.12007514,0.13,0.09639683,0.1574539
0.018332187,0.010835856,0.04,0.08074193,0.01012221
0.0072512934,0.040662646,0.0,0.06236536,0.043438703
0.022228288,0.018002152,0.08,0.13244371,0.02079469
0.21931389,0.23680964,0.13,0.21485882,0.2370385
0.0995555,0.11815566,0.08,0.12552983,0.2318598
0.07792599,0.03226629,0.03,0.08993672,0.032337666
0.016697586,0.002118975,0.0,0.0040002307,0.004346043
0.06615107,0.054821074,0.03,0.12034646,0.052836448
0.0326731,0.0037746727,0.0,0.003665622,0.00598076
0.02316376,0.022415042,0.0,0.031418324,0.021679848
0.013337667,0.02780497,0.05,0.021726826,0.02777204
0.017398931,0.0041555166,0.0,0.010301059,0.013276815
0.05050684,0.1349842,0.08,0.15287225,0.124981046
0.07280019,0.0218139,0.03,0.033077154,0.033742577
0.053804543,0.051641732,0.06,0.09065902,0.052369684
0.054621946,0.047733337,0.02,0.048444763,0.05197999
0.11092803,0.07927522,0.11,0.11189883,0.12345794
0.054069597,0.05189216,0.03,0.048497465,0.06765759
0.02656511,0.004969418,0.0,0.0077215508,0.004468262
0.5295462,0.4611484,0.57,0.66713667,0.46694857
0.09927203,0.10051581,0.06,0.10745145,0.0965496
0.005542792,0.040192336,0.0,0.06487554,0.04778692
0.042861976,0.008627266,0.02,0.013735303,0.017888486
0.084861375,0.030629039,0.05,0.038321823,0.026781023
0.053633235,0.027486622,0.0,0.03502094,0.03092882
0.017970147,0.0009533167,0.0,0.005008887,0.0032402277
0.084643476,0.06000799,0.12,0.06923214,0.032583177
0.05925594,0.06495637,0.09,0.05690816,0.07297605
0.04423456,0.015400022,0.04,0.032581266,0.01450789
0.08517604,0.13958263,0.15,0.07564342,0.15522036
0.3080816,0.37844586,0.4,0.4713967,0.26695678
0.046871122,0.06432614,0.07,0.09065902,0.061356813
0.020003494,0.01845041,0.09,0.018558841,0.051715225
0.012018964,0.020889461,0.02,0.023004174,0.021377921
0.045310948,0.01479435,0.0,0.021988785,0.027599782
0.012477444,0.021678686,0.0,0.06828124,0.020338655
0.022813156,0.022336513,0.01,0.007971457,0.028608173
0.04554793,0.042399943,0.01,0.03065517,0.028404713
0.002642732,0.012329638,0.0,0.0556042,0.011205226
0.014497351,0.016309857,0.0,0.0073385527,0.018485606
0.004847461,0.020526797,0.01,0.0688078,0.01705572
0.2101966,0.17813459,0.31,0.10309954,0.16642675
0.040291738,0.0052187145,0.01,0.021126933,0.0047064424
